start,fillOpen,fillClose,fillHigh,fillLow,oracleOpen,oracleClose,oracleHigh,oracleLow,quoteVolume,baseVolume,resolution
1719360000000,136.476100,136.786920,140.437800,134.740900,136.549936,136.735764,140.332803,134.865000,76964529.008426,560953.800000000,D
1719446400000,136.786920,149.601745,151.594800,135.000000,136.735764,149.545468,151.145001,135.187456,135422528.668670,933238.300000000,D
1719532800000,149.601745,139.770000,150.594700,138.864100,149.545468,139.743393,150.408476,138.916267,134581385.662269,936557.300000000,D
1719619200000,139.770000,140.127600,143.001400,139.589300,139.743393,140.044934,142.981999,139.537609,25060155.431202,177269.900000000,D
1719705600000,140.127600,146.481300,147.476900,136.954700,140.044934,146.410034,147.346830,137.062015,58818443.612206,414077.300000000,D
1719792000000,146.481300,146.653700,149.085593,145.766200,146.410034,146.554691,149.032700,145.785363,89044606.510789,603668.300000000,D
1719878400000,146.653700,153.735200,154.896200,146.102049,146.554691,153.724862,154.892004,146.037561,83304327.268377,555790.500000000,D
1719964800000,153.735200,140.582800,154.305886,139.143400,153.724862,140.587403,154.248167,139.338548,138760054.208372,963071.200000000,D
1720051200000,140.582800,127.742900,142.678200,127.136300,140.587403,127.802785,142.596180,127.368528,206908270.910534,1539283.600000000,D
1720137600000,127.742900,134.271400,136.347200,121.250000,127.802785,134.311715,136.076093,121.923334,126138458.868817,976399.600000000,D
1720224000000,134.271400,143.144000,144.179800,132.203400,134.311715,143.160000,144.078496,132.414049,35306312.405867,254117.300000000,D
1720310400000,143.144000,131.456800,145.107500,131.137400,143.160000,131.509013,143.334617,131.292465,53087170.304248,385660.600000000,D
1720396800000,131.456800,139.723700,141.831700,127.763100,131.509013,139.744038,141.778999,128.136062,235363844.397865,1721260.700000000,D
1720483200000,139.723700,141.340000,144.116000,136.260245,139.744038,141.344499,144.068982,136.510766,84395653.821811,598860.800000000,D
1720569600000,141.340000,141.851600,145.977000,138.780400,141.344499,142.039463,146.074235,138.636787,68245690.906203,480279.600000000,D
1720656000000,141.851600,135.834100,145.859900,135.591000,142.039463,135.812099,145.728966,135.745150,54029233.130537,384376.300000000,D
1720742400000,135.834100,139.464000,140.659200,133.506270,135.812099,139.516594,140.580145,134.103403,36049055.833956,263322.700000000,D
1720828800000,139.464000,142.065800,143.887600,137.966600,139.516594,141.972999,143.541526,138.008200,31929381.835700,227885.000000000,D
1720915200000,142.065800,147.742300,148.690300,142.055600,141.972999,147.676307,148.562300,141.972999,37565897.760196,258622.900000000,D
1721001600000,147.742300,159.490000,160.068200,147.093500,147.676307,159.499689,160.029450,147.140500,58791168.042109,381947.200000000,D
1721088000000,159.490000,160.853500,162.764500,152.580600,159.499689,160.649878,162.517540,152.793235,73946953.632415,466740.000000000,D
1721174400000,160.853500,155.531885,164.000000,154.401000,160.649878,155.473720,163.743252,154.762244,37522250.345699,235317.400000000,D
1721260800000,155.531885,158.958300,161.818200,155.249800,155.473720,159.168888,161.556100,155.324395,28478028.408957,179989.100000000,D
1721347200000,158.958300,169.069200,171.638000,156.230000,159.168888,169.199932,171.537847,156.390873,73699336.983207,446967.500000000,D
1721433600000,169.069200,173.583200,175.134041,167.340000,169.199932,173.655992,175.029136,167.416475,41776465.929660,244402.800000000,D
1721520000000,173.583200,184.458100,184.924800,170.950100,173.655992,184.602243,184.996580,170.825556,86098044.865552,486203.000000000,D
1721606400000,184.458100,178.980900,184.870000,176.050000,184.602243,178.913962,184.872616,176.823841,70555388.385241,391620.400000000,D
1721692800000,178.980900,173.094200,180.484700,170.790700,178.913962,173.023991,180.448558,170.781418,103613130.146852,591511.400000000,D
1721779200000,173.094200,177.905700,182.558200,170.918700,173.023991,178.032740,182.376046,171.075128,101645150.518653,573971.200000000,D
1721865600000,177.905700,171.940000,179.462800,165.434900,178.032740,171.927479,179.559999,165.715480,168028046.749327,985411.900000000,D
1721952000000,171.940000,183.069000,183.723500,171.802200,171.927479,183.041396,183.540020,171.710000,95757191.872291,533739.600000000,D
1722038400000,183.069000,183.819400,188.259976,178.070352,183.041396,183.747362,188.214405,178.182227,169633633.339391,926165.400000000,D
1722124800000,183.819400,185.032500,186.895890,181.183200,183.747362,184.820384,186.560027,181.190095,104668284.685184,567654.400000000,D
1722211200000,185.032500,182.356700,193.920000,181.732100,184.820384,182.770364,193.874421,181.607265,147363612.130857,784890.400000000,D
1722297600000,182.356700,179.461800,184.366600,176.229400,182.770364,179.076428,184.718685,175.556815,194977249.592907,1080597.300000000,D
1722384000000,179.461800,171.806000,184.617600,171.715100,179.076428,171.714237,184.359004,171.622265,73522984.914210,410781.600000000,D
1722470400000,171.806000,167.629900,173.024700,157.810690,171.714237,167.370850,172.852172,157.872693,167017735.439693,1007193.200000000,D
1722556800000,167.629900,152.762800,169.443900,149.883700,167.370850,152.717009,169.077815,149.921193,158425285.405529,1009237.800000000,D
1722643200000,152.762800,142.496400,153.929700,139.962300,152.717009,142.356703,153.790551,140.048952,93843453.596054,638555.900000000,D
1722729600000,142.496400,138.006100,146.274100,131.345600,142.356703,138.183246,145.894226,131.437188,100014014.908489,724424.800000000,D
1722816000000,138.006100,130.062400,139.228100,105.120000,138.183246,129.682067,139.177723,110.097950,631635085.239278,5082510.300000000,D
1722902400000,130.062400,144.476375,149.719800,129.502000,129.682067,144.420585,149.387216,129.672002,256023042.874061,1814138.900000000,D
1722988800000,144.476375,144.569800,155.059900,142.211600,144.420585,144.485005,155.016623,142.401344,263161455.189233,1779294.100000000,D
1723075200000,144.569800,162.762600,163.500000,141.250000,144.485005,163.026078,163.552489,141.466757,239487771.612847,1538637.700000000,D
1723161600000,162.762600,156.174000,163.439600,150.704600,163.026078,156.161466,163.550600,150.859731,102066161.927007,656172.300000000,D
1723248000000,156.174000,153.785100,159.027601,152.634602,156.161466,153.874297,158.601994,152.675887,32913335.441414,212457.100000000,D
1723334400000,153.785100,141.238600,157.918000,140.958800,153.874297,141.220154,157.960087,141.220154,65576413.466860,437675.800000000,D
1723420800000,141.238600,146.389200,151.159600,141.238600,141.220154,146.401981,150.790381,141.220154,91999486.540345,631400.900000000,D
1723507200000,146.389200,146.630436,149.748000,143.000000,146.401981,146.685319,149.655300,143.034541,70305091.892885,480666.300000000,D
1723593600000,146.630436,143.791000,152.100000,142.379100,146.685319,143.723167,152.031645,142.566384,72864801.603185,496524.000000000,D
1723680000000,143.791000,142.605800,147.639400,137.602200,143.723167,142.495005,147.575298,137.840837,123151225.284356,870248.000000000,D
1723766400000,142.605800,138.977896,145.000000,135.907400,142.495005,139.050750,144.881916,136.198275,72033608.018994,514761.400000000,D
1723852800000,138.977896,141.856500,142.106700,137.555500,139.050750,141.937267,141.971356,137.741755,23239815.942688,165582.900000000,D
1723939200000,141.856500,142.460300,147.212800,140.364600,141.937267,142.423840,147.143707,140.673906,41644263.167367,288296.600000000,D
1724025600000,142.460300,144.263365,146.195600,140.390000,142.423840,144.324359,146.169679,140.485030,46406809.540750,324231.400000000,D
1724112000000,144.263365,142.254800,149.259700,140.785000,144.324359,142.281588,148.783417,141.038096,45911256.467019,317101.500000000,D
1724198400000,142.254800,142.707700,144.530700,138.648500,142.281588,142.745129,144.359116,138.878837,56409214.097662,398649.600000000,D
1724284800000,142.707700,143.366600,145.085000,140.676700,142.745129,143.264996,144.880026,140.711717,30464974.611342,213051.500000000,D
1724371200000,143.366600,153.303700,154.267800,142.563800,143.264996,153.292064,154.086650,142.757491,66034238.724550,445049.300000000,D
1724457600000,153.303700,160.708600,162.408395,152.000000,153.292064,160.751955,162.323116,152.157178,55495517.380249,350459.300000000,D
1724544000000,160.708600,159.074085,162.079500,154.948600,160.751955,158.987550,161.995000,155.363789,35560761.949035,223963.400000000,D
1724630400000,159.074085,157.152700,162.241100,155.735600,158.987550,157.152692,161.974793,155.706528,53079677.306925,335121.300000000,D
1724716800000,157.152700,147.223300,159.694300,145.194100,157.152692,147.002235,159.645901,145.143920,84501775.591430,557230.000000000,D
1724803200000,147.223300,144.000000,148.849631,140.411700,147.002235,144.000250,148.759077,140.640687,96718865.898589,668090.900000000,D
1724889600000,144.000000,140.140700,147.562000,138.085000,144.000250,140.034987,147.332584,138.183721,53944729.017068,376340.200000000,D
1724976000000,140.140700,137.887869,141.123670,132.067200,140.034987,137.949171,141.106921,132.173990,69023425.576745,506670.100000000,D
1725062400000,137.887869,135.265400,139.132200,134.369200,137.949171,135.363908,139.193992,134.513606,15379913.279232,112382.600000000,D
1725148800000,135.265400,128.600000,136.243600,127.687800,135.363908,128.598878,136.021590,127.815615,52733698.106766,399072.300000000,D
1725235200000,128.600000,135.006000,135.490600,126.795300,128.598878,134.965135,135.352560,127.015927,50393983.487729,384542.400000000,D
1725321600000,135.006000,127.503000,137.582600,127.050500,134.965135,127.483750,137.265382,127.156040,43970116.257630,330619.500000000,D
1725408000000,127.503000,133.650000,135.223800,121.735000,127.483750,133.648749,134.910537,122.792698,103676937.210328,803409.100000000,D
1725494400000,133.650000,129.610200,135.549300,127.927600,133.648749,129.331586,135.225632,127.995085,64297232.711381,489708.400000000,D
1725580800000,129.610200,125.095900,134.482600,120.443400,129.331586,124.984618,134.225014,120.600270,179052214.800772,1399714.300000000,D
1725667200000,125.095900,127.769500,129.594300,124.178361,124.984618,127.741994,129.440845,124.166979,54091929.325965,424986.700000000,D
1725753600000,127.769500,130.239800,131.789000,126.608600,127.741994,130.122934,131.595978,126.655286,32790626.434324,253967.000000000,D
1725840000000,130.239800,135.205700,137.238600,126.960100,130.122934,135.106020,137.050649,127.105647,58659747.526273,445527.300000000,D
1725926400000,135.205700,135.537900,138.038600,132.504400,135.106020,135.624469,137.957640,132.576200,20934544.648601,154940.100000000,D
1726012800000,135.537900,132.471800,135.925200,127.690000,135.624469,132.381206,135.900003,128.220762,67120177.665697,508307.300000000,D
1726099200000,132.471800,136.100000,136.900000,132.471800,132.381206,136.075554,136.714069,132.381206,49874995.183644,369550.000000000,D
1726185600000,136.100000,139.227375,139.910700,131.547200,136.075554,139.126317,139.851851,131.795030,48617968.870631,357994.300000000,D
1726272000000,139.227375,137.381800,139.762600,135.761900,139.126317,137.239958,139.844193,135.678322,17766969.389111,129256.600000000,D
1726358400000,137.381800,131.544846,138.139600,130.376900,137.239958,131.477363,137.940534,130.476795,37220475.682206,278096.700000000,D
1726444800000,131.544846,131.550000,132.661400,128.914600,131.477363,131.403712,132.369468,128.953510,33744304.067683,257653.600000000,D
1726531200000,131.550000,131.647800,135.705600,130.401100,131.403712,131.545224,135.540000,130.365000,39805753.098269,299496.200000000,D
1726617600000,131.647800,134.384800,134.600000,127.154500,131.545224,134.332128,134.414368,127.115904,87286723.162884,670277.900000000,D
1726704000000,134.384800,142.965510,144.005200,134.361400,134.332128,142.895752,144.010059,134.332128,62934283.141644,447925.600000000,D
1726790400000,142.965510,146.732400,152.233500,141.229000,142.895752,146.708932,152.321151,141.216930,93277021.991409,633686.000000000,D
1726876800000,146.732400,149.536000,150.000000,144.694800,146.708932,149.483013,149.806138,144.654009,25117551.642120,170590.600000000,D
1726963200000,149.536000,144.758680,150.000000,141.140271,149.483013,144.678511,149.875946,141.227806,49868450.904934,344010.000000000,D
1727049600000,144.758680,144.800000,149.109300,142.180100,144.678511,144.769988,149.010420,142.165920,67758658.336632,466503.700000000,D
1727136000000,144.800000,152.828600,154.507200,143.151427,144.769988,152.695455,153.939623,143.108307,132312527.556233,897406.000000000,D
1727222400000,152.828600,148.088176,153.890000,147.354100,152.695455,147.972407,153.819999,147.320958,72084501.108583,476889.200000000,D
1727308800000,148.088176,155.605000,158.250000,146.526500,147.972407,155.556136,158.030970,146.590002,86012693.884653,561118.300000000,D
1727395200000,155.605000,157.664100,161.250000,154.000000,155.556136,157.664271,161.152964,154.015412,78781915.321409,498343.200000000,D
1727481600000,157.664100,156.711800,159.466700,154.900000,157.664271,156.762390,159.421863,155.090375,32915590.965839,209779.200000000,D
1727568000000,156.711800,158.546660,161.871800,155.124500,156.762390,158.487369,161.774992,155.169068,60178477.412544,380515.400000000,D
1727654400000,158.546660,152.769100,159.769600,151.591000,158.487369,152.531900,159.758688,151.738040,63971203.440872,411275.600000000,D
1727740800000,152.769100,145.384000,157.522700,142.341500,152.531900,145.269780,157.315632,142.304380,163517374.130800,1100125.700000000,D
1727827200000,145.384000,140.218400,148.925900,138.002200,145.269780,140.220019,148.926273,138.662342,146325653.177236,1022391.500000000,D
1727913600000,140.218400,136.932000,142.949800,133.150300,140.220019,136.870000,142.916995,133.170438,147319841.983996,1074422.700000000,D
1728000000000,136.932000,143.201600,144.712400,136.000000,136.870000,143.144078,144.542080,135.971913,84355970.180004,599660.600000000,D
1728086400000,143.201600,142.611700,145.059000,141.000000,143.144078,142.665000,144.897060,141.062779,43309148.114188,303383.100000000,D
1728172800000,142.611700,146.692100,147.243800,142.065000,142.665000,146.474137,146.717300,142.070000,38490405.541740,265144.300000000,D
1728259200000,146.692100,143.951800,152.447100,143.529400,146.474137,144.020007,152.266853,143.541379,112621338.367964,759224.600000000,D
1728345600000,143.951800,143.578500,145.682000,141.185200,144.020007,143.439723,145.536608,141.156955,43865176.038558,305698.600000000,D
1728432000000,143.578500,139.070400,145.342500,138.528100,143.439723,139.165800,145.237075,138.595575,51561037.767841,364542.200000000,D
1728518400000,139.070400,138.946300,140.796600,135.136800,139.165800,138.955107,140.685479,135.398689,64091523.794585,463578.200000000,D
1728604800000,138.946300,145.462600,147.000000,138.619100,138.955107,145.463768,146.468827,138.618344,44378782.771988,309626.200000000,D
1728691200000,145.462600,146.580000,147.302900,144.672300,145.463768,146.310877,147.218174,144.681289,28264379.549789,193227.100000000,D
1728777600000,146.580000,147.700000,148.979300,144.499877,146.310877,147.630000,148.790838,144.474372,41987304.524872,286230.500000000,D
1728864000000,147.700000,157.468200,158.103500,146.775400,147.630000,157.497187,157.998234,146.770429,122377212.185770,796725.300000000,D
1728950400000,157.468200,154.799000,159.429300,150.598200,157.497187,154.759100,159.488968,150.441688,162700002.370617,1051609.400000000,D
1729036800000,154.799000,154.298500,158.403200,152.972100,154.759100,154.234773,158.351225,153.001883,103704070.628852,668047.800000000,D
1729123200000,154.298500,150.618900,155.586700,147.789600,154.234773,150.438251,155.621100,147.714268,128561345.352318,847468.700000000,D
1729209600000,150.618900,154.966900,156.732500,149.565100,150.438251,154.997038,156.610965,149.596995,48427268.401801,315166.100000000,D
1729296000000,154.966900,159.585190,159.776700,153.681600,154.997038,159.695710,159.773972,153.722383,21815042.388941,139780.700000000,D
1729382400000,159.585190,167.178200,167.979810,157.636400,159.695710,167.335909,167.871434,157.615100,79472525.077551,490927.600000000,D
1729468800000,167.178200,166.166200,171.308600,161.478100,167.335909,166.134069,171.592183,161.478614,170881763.405516,1024560.400000000,D
1729555200000,166.166200,167.478400,171.646600,163.040100,166.134069,167.491672,170.864694,163.059118,148926226.888724,893030.900000000,D
1729641600000,167.478400,170.601800,174.103200,163.935800,167.491672,170.640751,174.006429,164.087678,167529046.530534,999831.800000000,D
1729728000000,170.601800,177.130500,179.200000,170.303000,170.640751,177.058387,179.145513,170.359686,91353666.780690,522917.000000000,D
1729814400000,177.130500,164.885855,177.515000,159.075823,177.058387,164.841876,177.442269,159.282682,212643283.284531,1255615.800000000,D
1729900800000,164.885855,170.676200,173.026300,162.250200,164.841876,170.633977,172.997738,162.264938,60137297.789919,358571.700000000,D
1729987200000,170.676200,176.609600,178.174200,170.000000,170.633977,176.587633,178.036770,170.090072,54480297.477470,311071.200000000,D
1730073600000,176.609600,178.089400,179.655100,172.429400,176.587633,178.172435,179.607728,172.439816,135487177.217259,769210.400000000,D
1730160000000,178.089400,179.411900,183.216500,176.414000,178.172435,179.384600,183.296178,176.387353,127794437.529112,709658.200000000,D
1730246400000,179.411900,175.101700,181.321900,173.273000,179.384600,174.866792,181.239128,173.224027,84832213.757637,481217.000000000,D
1730332800000,175.101700,168.780700,176.774800,167.482800,174.866792,168.523561,176.412571,167.383456,82548972.369584,478931.100000000,D
1730419200000,168.780700,166.207200,174.126700,163.543600,168.523561,166.079540,173.869053,163.629785,125610799.899925,750012.500000000,D
1730505600000,166.207200,166.041100,168.512972,162.041100,166.079540,166.051839,168.516056,162.149794,63706878.465655,385799.700000000,D
1730592000000,166.041100,162.501700,166.557400,157.937200,166.051839,162.467953,166.548669,157.870000,95776676.428264,590973.000000000,D
1730678400000,162.501700,157.940600,165.000000,154.987900,162.467953,157.909605,164.920874,155.047974,64781130.938959,404091.000000000,D
1730764800000,157.940600,166.746800,169.238300,156.819300,157.909605,166.728762,169.243575,156.841860,59891295.740944,365801.300000000,D
1730851200000,166.746800,186.600000,190.115000,166.554300,166.728762,186.768665,190.068820,166.540633,298747830.588880,1633945.300000000,D
1730937600000,186.600000,196.629400,198.451600,185.983800,186.768665,196.397938,198.012247,186.088092,118407724.393664,615308.100000000,D
1731024000000,196.629400,200.056700,205.404100,195.444000,196.397938,199.955561,205.152076,195.887616,160577724.135033,800085.100000000,D
1731110400000,200.056700,200.419800,203.622200,195.000000,199.955561,199.983222,203.463124,195.113047,83625910.590631,418186.700000000,D
1731196800000,200.419800,210.590300,215.990000,198.860900,199.983222,210.433544,215.414594,198.810279,275070346.500613,1333585.300000000,D
1731283200000,210.590300,222.470000,224.132200,204.400000,210.433544,222.391703,224.219457,204.327381,183574311.179059,852153.400000000,D
1731369600000,222.470000,212.865700,226.518100,205.000000,222.391703,211.668355,225.324871,205.033000,216131210.587877,1003490.200000000,D
1731456000000,212.865700,215.686600,221.880000,201.053000,211.668355,215.404799,220.765402,201.098617,210677754.661859,993030.300000000,D
1731542400000,215.686600,210.315600,223.268200,207.355400,215.404799,209.440316,222.812096,206.827670,153909797.032681,712862.390000000,D
1731628800000,210.315600,218.536000,220.559400,204.509900,209.440316,218.445060,220.459436,204.575566,117967367.175415,554644.330000000,D
1731715200000,218.536000,216.182900,222.178900,213.756800,218.445060,215.739971,221.889900,213.565004,130904461.100471,600632.520000000,D
1731801600000,216.182900,237.705800,242.260000,212.660000,215.739971,237.386980,241.993816,212.368379,192486971.931002,834103.070000000,D
1731888000000,237.705800,240.286800,248.284600,234.276500,237.386980,239.927479,248.420750,234.071833,150562460.819680,624008.620000000,D
1731974400000,240.286800,238.606800,247.900000,234.094300,239.927479,237.866878,247.660495,233.869231,126706632.428863,525470.340000000,D
1732060800000,238.606800,236.023700,244.240500,231.367900,237.866878,235.673121,242.640281,230.757376,137361277.300575,581486.160000000,D
1732147200000,236.023700,256.682600,259.445600,230.000000,235.673121,256.731533,259.688731,230.013637,234091662.664939,939090.240000000,D
1732233600000,256.682600,257.396800,264.330000,251.982100,256.731533,257.141065,264.526532,251.808622,161957089.111727,628383.520000000,D
1732320000000,257.396800,255.715900,264.357600,253.532800,257.141065,255.290290,264.143739,253.111769,156008480.922797,604502.160000000,D
1732406400000,255.715900,253.328000,260.579300,241.983100,255.290290,252.938033,259.964870,241.414699,151075103.255713,599658.580000000,D
1732492800000,253.328000,234.728800,257.200000,231.426700,252.938033,234.119872,256.675069,231.204725,199014461.315678,815513.240000000,D
1732579200000,234.728800,231.408000,240.358300,222.096500,234.119872,230.783684,239.732444,221.842404,145282766.984964,629731.250000000,D
1732665600000,231.408000,242.044795,244.252000,228.134800,230.783684,242.143723,243.544315,227.620000,113352776.398063,479443.680000000,D
1732752000000,242.044795,237.996000,246.000000,233.347000,242.143723,237.585928,245.477596,232.957280,100189882.773637,419155.940000000,D
1732838400000,237.996000,243.827800,247.901400,236.984400,237.585928,243.527824,246.852473,236.646256,107539440.111097,442808.940000000,D
1732924800000,243.827800,238.509300,246.036000,238.163300,243.527824,237.736851,245.417621,237.639283,74384985.069981,307585.660000000,D
1733011200000,238.509300,237.189800,240.671800,234.601800,237.736851,236.960000,239.962178,234.257186,60152114.090775,253430.520000000,D
1733097600000,237.189800,226.074000,238.634300,220.160900,236.960000,225.848650,238.321485,220.127003,126234030.379279,554553.130000000,D
1733184000000,226.074000,234.293500,239.814300,215.250300,225.848650,234.205970,239.657448,215.112521,147189757.595787,647671.730000000,D
1733270400000,234.293500,230.032000,241.197500,225.082900,234.205970,229.491766,240.891426,224.849059,121105361.609795,518492.720000000,D
1733356800000,230.032000,237.009400,246.608500,223.808300,229.491766,236.125576,244.919500,223.301562,189193903.269761,801235.360000000,D
1733443200000,237.009400,237.497600,249.094700,231.603100,236.125576,237.143045,247.046555,231.141204,163147772.742370,682498.160000000,D
1733529600000,237.497600,239.044500,244.248541,234.973300,237.143045,238.282600,243.529194,234.469017,56899976.876624,237540.600000000,D
1733616000000,239.044500,237.755000,242.248900,233.696800,238.282600,237.157429,241.681980,233.423290,55073210.033350,231785.660000000,D
1733702400000,237.755000,217.136600,237.868500,203.295600,237.157429,217.002316,237.399997,204.045123,198978893.628422,889180.610000000,D
1733788800000,217.136600,213.957809,221.400000,203.236400,217.002316,213.757920,220.914046,203.288485,139144170.962489,656341.570000000,D
1733875200000,213.957809,227.630900,231.059400,211.907700,213.757920,227.414285,230.717172,211.652313,83226775.485043,371443.540000000,D
1733961600000,227.630900,227.097800,234.975811,225.893600,227.414285,226.992873,234.729212,225.771278,106882593.805069,464959.720000000,D
1734048000000,227.097800,225.185100,228.460000,220.736065,226.992873,224.924995,228.430241,220.673379,73544343.851368,328010.800000000,D
1734134400000,225.185100,220.042000,227.741000,215.306200,224.924995,219.832345,227.452980,215.183492,60336710.305513,272295.400000000,D
1734220800000,220.042000,224.394500,225.747500,215.782400,219.832345,223.794482,225.382555,215.742922,56155154.257811,254941.580000000,D
1734393600000,216.477600,223.164900,229.109400,211.654600,216.226027,223.034020,228.886685,211.543449,114596624.338820,518394.390000000,D
1734480000000,223.164900,206.764900,226.378900,204.843600,223.034020,206.769936,225.951750,204.825462,121358463.193501,566941.200000000,D
1734566400000,206.764900,193.542300,212.180900,185.337600,206.769936,193.677748,212.022258,187.025790,178388309.384054,894658.430000000,D